Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
109782774616082,Hospital Beneficente Dona Elmíria Silvério Barbosa,These ads ran without a disclaimer,≤100,1
109291938201674,Gustavo Henrique Bueno,Gustavo Bueno,≤100,2
108947272103341,Wizard Governador Valadares,These ads ran without a disclaimer,≤100,1
340577086006224,CRI German,These ads ran without a disclaimer,≤100,2
106069008543450,taty.tour,These ads ran without a disclaimer,≤100,1
110755431994746,ibpedrabranca,These ads ran without a disclaimer,≤100,1
101029398843512,artoflightandshadow,These ads ran without a disclaimer,≤100,1
170742139690058,Plaenge,These ads ran without a disclaimer,≤100,4
163416454109639,Barbieri do Brasil,These ads ran without a disclaimer,≤100,1
372402109975051,Larissa Brito Advocacia,These ads ran without a disclaimer,≤100,1
268237588348397,clubetraca,These ads ran without a disclaimer,≤100,1
115841240283275,Mimessi Advocacia,These ads ran without a disclaimer,≤100,1
216490572218034,União Guaicurus Toni Gol,These ads ran without a disclaimer,≤100,1
112668421687446,bemprensa.do,These ads ran without a disclaimer,≤100,1
1467525600233765,Central da Notícia,These ads ran without a disclaimer,≤100,1
127139487368866,Rui Falcão,Rui Falcao,≤100,1
2317014275180015,Casa Gabriel Rodrigues,These ads ran without a disclaimer,≤100,1
117063727943705,uma_professora_jornalista,These ads ran without a disclaimer,≤100,1
1737076546525384,Marcos Adad Jammal,These ads ran without a disclaimer,≤100,1
109232724766532,Cristina Lima,Cristina Lima,≤100,1
472974489420009,Shopping Pelotas,These ads ran without a disclaimer,≤100,1
457097731504064,Portal Amazônia Plural,These ads ran without a disclaimer,≤100,1
108412958718375,luizdenis,These ads ran without a disclaimer,≤100,2
113679610078401,richardruppel,These ads ran without a disclaimer,≤100,1
100611174853891,Advogado B r u n o P a i v a,These ads ran without a disclaimer,≤100,1
110225677555149,Eloisio Lourenço,These ads ran without a disclaimer,≤100,1
112502551820966,casal_educa.on,These ads ran without a disclaimer,≤100,1
109971940583791,paulodogas_,These ads ran without a disclaimer,≤100,1
847094242030512,Deputado Robinho,These ads ran without a disclaimer,≤100,1
104387439064717,floraebem.loja,These ads ran without a disclaimer,≤100,1
113516780335800,Justiça e Família a Serviço do Amor,These ads ran without a disclaimer,≤100,1
462914077459216,Alerta Comunidade com Tchetcheco,These ads ran without a disclaimer,≤100,1
108371812140830,bernardoariston,These ads ran without a disclaimer,≤100,1
108975811994619,scribblesste,These ads ran without a disclaimer,≤100,1
101433251380496,feiosheila,These ads ran without a disclaimer,≤100,2
108377148512256,Dra Lumena M. Simões,These ads ran without a disclaimer,≤100,1
310497522894452,Mogi Hoje - hojediario.com,Grupo Hoje de Comunicação,≤100,1
1174301859303281,CDHIC - Centro de Direitos Humanos e Cidadania do   Imigrante,These ads ran without a disclaimer,≤100,1
105207478627293,confeitariagulin,These ads ran without a disclaimer,≤100,1
113743528365860,_ialdo,These ads ran without a disclaimer,≤100,1
192679601509938,Festa Do Redentor,These ads ran without a disclaimer,≤100,1
1939920456227769,Ito de Souza,Ailton de Souza,≤100,1
100321615624525,Paula Paes Advocacia,These ads ran without a disclaimer,≤100,1
488021544594793,Prefeitura de São João do Piauí,Prefeitura de São João do Piauí,≤100,1
2317450211639917,iDEV,These ads ran without a disclaimer,≤100,1
106590612395187,possebreve,These ads ran without a disclaimer,≤100,1
102479528787340,felipecarvalhotv,These ads ran without a disclaimer,≤100,1
103309306104232,ladstar_pa,These ads ran without a disclaimer,≤100,1
107397121898213,Flávio de Oxóssi,These ads ran without a disclaimer,≤100,1
216941771747088,Chico da Boleia,These ads ran without a disclaimer,≤100,1
116664316864187,Camila Oliveira,These ads ran without a disclaimer,≤100,1
298780350218030,Instituto Biguá - Eco Estudantil (IBECO),These ads ran without a disclaimer,≤100,1
100365228826858,Prefeitura de Arraial-PI,These ads ran without a disclaimer,≤100,1
533848266671438,Paulo Eduardo Gomes,Fernando Tinoco Ferreira,≤100,1
106137618047806,Psicologia Decolonial,These ads ran without a disclaimer,≤100,1
142739839585546,Diego Liberalino,Diego Liberalino Dos Santos Silva,≤100,1
103613762696053,Gestão Empresarial Chapada Diamantina,These ads ran without a disclaimer,≤100,1
488341038593515,Monteiro Advocacia,These ads ran without a disclaimer,≤100,1
116417034658560,ProAmbientalistas,These ads ran without a disclaimer,≤100,1
134561043816466,Graça Albaran,These ads ran without a disclaimer,≤100,2
1763444450626037,JP Humorista,These ads ran without a disclaimer,≤100,1
385716965611664,Ronildo Estevam,These ads ran without a disclaimer,≤100,1
107613271367912,Pravaler Escola de Educação Profissional,These ads ran without a disclaimer,≤100,1
304661483757480,Drª Aline Grasielli Monçale,These ads ran without a disclaimer,≤100,1
109278904720586,gerla_gonzaga,These ads ran without a disclaimer,≤100,2
701231759947592,Léo Novais,Leonel Augusto De Novais Filho,≤100,1
120534524342403,meubibliocanto,These ads ran without a disclaimer,≤100,1
106339545738012,juntassomosmaisfortesabcd,These ads ran without a disclaimer,≤100,1
110898520622957,williampolicastro,These ads ran without a disclaimer,≤100,1
104847048934151,Cultura Na Praça,These ads ran without a disclaimer,≤100,4
138271016266053,Yoga Surf School,These ads ran without a disclaimer,≤100,2
104893455270767,Marilza Máximo Psicologia,These ads ran without a disclaimer,≤100,1
108894085125600,ordemdebackup_oficial,These ads ran without a disclaimer,≤100,1
102530158239214,Arthur - Educação Financeira,These ads ran without a disclaimer,≤100,1
726527810857344,Junior Regonha Vereador,Jose Carlos Regonha Junior,≤100,1
387966171537478,Moises Pirulito,These ads ran without a disclaimer,≤100,1
115359578204033,bizzudoconcurseiro,These ads ran without a disclaimer,≤100,1
107034951094024,Zé,These ads ran without a disclaimer,≤100,1
102655391776852,Thomás Cambraia,Thomas De Paula Cambraia,≤100,1
114135400035579,Canal 92 AM,Canal 92 AM,≤100,2
111384647233231,Kingbru,These ads ran without a disclaimer,≤100,1
117258101276750,evemarketingmed,These ads ran without a disclaimer,≤100,1
103307789411111,andrevictor_adv_pinda,These ads ran without a disclaimer,≤100,1
107530338283486,Laura Andrade Imóveis,These ads ran without a disclaimer,≤100,1
102862912807684,Ong Acolhimento,These ads ran without a disclaimer,≤100,1
1422771788032738,NOVACULTURA.info,Lucas Ferreira Medina,≤100,1
100498098505383,Letícia Pan,These ads ran without a disclaimer,≤100,1
101688946238052,drajuliamorais,These ads ran without a disclaimer,≤100,1
355126561912128,Servicon Serviços Contábeis Ltda,These ads ran without a disclaimer,≤100,1
102096912376713,civilnaveia.adv,These ads ran without a disclaimer,≤100,1
108809985527487,Vinicius Dos Santos Pereira,These ads ran without a disclaimer,≤100,2
884979591561917,Michella Kitamura adv.,These ads ran without a disclaimer,≤100,8
105998962424572,direito.penal.para.oab,These ads ran without a disclaimer,≤100,2
102056974812400,Gustavo Negris,These ads ran without a disclaimer,≤100,1
217449934946743,Silas Feitosa,These ads ran without a disclaimer,≤100,1
263133944547871,A Notícia,These ads ran without a disclaimer,≤100,2
836267343241003,Deivid Freitas,These ads ran without a disclaimer,≤100,1
101393002619134,adrianamgomesadv,These ads ran without a disclaimer,≤100,1
101135168803699,Kaká Carneiro,Kaká Carneiro,≤100,1
769036383190351,Papelaria Papel & Arte,These ads ran without a disclaimer,≤100,1
104237779313447,proj.amago,These ads ran without a disclaimer,≤100,1
114733301604716,barbarasousapsic,These ads ran without a disclaimer,≤100,1
105664389156185,Guia dos Portos Brasil,These ads ran without a disclaimer,≤100,3
389903181352116,Prefeitura de Palmeiras de Goiás,These ads ran without a disclaimer,≤100,1
961391353943517,Dênis Barnes,These ads ran without a disclaimer,≤100,2
112378771813656,indiobrasilunido,These ads ran without a disclaimer,≤100,1
241531743002740,Clínica Educar - Psicopedagogia e Educação Sexual,These ads ran without a disclaimer,≤100,1
110841627842842,Wanessa França Imóveis,These ads ran without a disclaimer,≤100,1
481025682377590,Soya Novaes,These ads ran without a disclaimer,≤100,3
105520569004820,Absolar Comunica,These ads ran without a disclaimer,≤100,2
111200674440990,Lucas Silva,These ads ran without a disclaimer,≤100,2
106432315768324,gustavocorreia_2.0,These ads ran without a disclaimer,≤100,1
345272128903025,Colégio Santa Luzia,These ads ran without a disclaimer,≤100,1
468684846559064,Simpósio Uberlandense de Psicologia,These ads ran without a disclaimer,≤100,1
103325581597761,SCD EdTech Business,These ads ran without a disclaimer,≤100,2
108700272146058,Arco Digital,These ads ran without a disclaimer,≤100,2
100189585534226,wiltonlimaadm,These ads ran without a disclaimer,≤100,1
114713958206862,dra.beatrizlopesmatos.adv,These ads ran without a disclaimer,≤100,1
107192214239405,Guardiões do Meia Ponte,These ads ran without a disclaimer,≤100,1
115398796969611,Jean-Marcos “Caveira”,Jean Marcos Emmanuel Soares D Cruz,≤100,2
104657395823643,brasildefato.df,These ads ran without a disclaimer,≤100,1
108603002199951,Augusto Alves,These ads ran without a disclaimer,≤100,1
477220305955966,Alexandre do Sindicato,Alexandre Pereira da Silva,≤100,1
114118460320671,Renan P. Gonçalves,These ads ran without a disclaimer,≤100,1
117524750092676,soumariaevoucomasoutras,These ads ran without a disclaimer,≤100,1
289932741037155,Eli Corrêa Filho,These ads ran without a disclaimer,≤100,1
509162699273725,Raphael Braga,These ads ran without a disclaimer,≤100,1
101823342422135,malditapoliticagem,These ads ran without a disclaimer,≤100,1
1856564907969320,Giseli Amaral Advocacia e Assessoria Jurídica,These ads ran without a disclaimer,≤100,1
191031410907287,JB3 Investimentos,Joao Pedro Fischborn Mendes,≤100,1
108315220891651,Cláudio Bender Nutricionista,These ads ran without a disclaimer,≤100,1
105971599167811,Cursão Carreiras Jurídicas,These ads ran without a disclaimer,≤100,2
2051084185112233,Curso Sobredireito,These ads ran without a disclaimer,≤100,1
102638925375495,IFG IntegrAÇÃO - Diálogo e Movimento,These ads ran without a disclaimer,≤100,1
112799717303596,Movimento Mais Paracatu,These ads ran without a disclaimer,≤100,1
117723467959311,revistaarmaseliberdade,These ads ran without a disclaimer,≤100,2
1581198638644368,Secretaria de Educação de Ilhéus,These ads ran without a disclaimer,≤100,1
108660405526951,sou.eu.jonei.lima,These ads ran without a disclaimer,≤100,1
610151815705250,Adjuto Afonso,Adjuto Afonso,≤100,1
100411442611747,portaljolrn,These ads ran without a disclaimer,≤100,2
119414764397999,Garibaldi + Patu Maciel Advocacia,These ads ran without a disclaimer,≤100,1
103335602734455,deusasnegras_saudando,These ads ran without a disclaimer,≤100,2
485261161898760,Trombini Advocacia Tributária,These ads ran without a disclaimer,≤100,1
106892714433660,Sandro Tikuna,These ads ran without a disclaimer,≤100,1
975300612514455,Cris Lombardi,These ads ran without a disclaimer,≤100,1
109797355340410,Professora Gilmara,These ads ran without a disclaimer,≤100,1
107692248823596,EnnesCred,These ads ran without a disclaimer,≤100,1
347709872324338,Juliane Alcalde,These ads ran without a disclaimer,≤100,1
149516018804991,Maninho Félix,These ads ran without a disclaimer,≤100,1
100183765522448,ely_ladislau,These ads ran without a disclaimer,≤100,1
1677958452224700,Reginaldo Sardinha,These ads ran without a disclaimer,≤100,1
365482914144,Fortes D'Aloia & Gabriel,These ads ran without a disclaimer,≤100,1
105256295599073,Agito Mais,These ads ran without a disclaimer,≤100,1
110934083938682,Vereador Diego Ricardy,Diego Ricardy Da Costa Vieira,≤100,1
108292638694217,Valentina Tavares,Valentina Gomes Tavares,≤100,1
208281612602494,Crea+ Brasil,These ads ran without a disclaimer,≤100,1
102297179121852,cleiton.sa,These ads ran without a disclaimer,≤100,1
124263030590144,eric_parrela,These ads ran without a disclaimer,≤100,2
111733908514679,des.construir13,These ads ran without a disclaimer,≤100,2
1796469017075108,Roger,These ads ran without a disclaimer,≤100,1
216425768503772,Jorge Lapas,Jorge Lapas,≤100,2
364045294084271,Darcy Junior,These ads ran without a disclaimer,≤100,1
1573569742675365,Voltalia,These ads ran without a disclaimer,≤100,1
105865349087790,"Carvalho, Lima Advogados Associados",These ads ran without a disclaimer,≤100,1
107670825634136,brunodosbarreiros,These ads ran without a disclaimer,≤100,1
1163412387194401,Acorda Bangu,These ads ran without a disclaimer,≤100,1
2327094844274691,Kaká D'Avila,Carlos Henrique Bastos D Avila,≤100,2
108571991825677,IPI Novo Norte,These ads ran without a disclaimer,≤100,1
158869328152368,Na parede da memória,These ads ran without a disclaimer,≤100,1
109137711985581,Bruna Castelo,These ads ran without a disclaimer,≤100,1
110015390797056,Psicóloga Júlia Saia,These ads ran without a disclaimer,≤100,1
273539966876798,Marcio Berbet,These ads ran without a disclaimer,≤100,1
111167730808490,Glenda Gerber,These ads ran without a disclaimer,≤100,2
127392346929716,Brilhos Diários,These ads ran without a disclaimer,≤100,2
100487352695710,Legestudo,Leonardo Santos,≤100,1
101138978995607,denisenonidemattos,These ads ran without a disclaimer,≤100,1
1605783726403441,Gabriel Tenório,These ads ran without a disclaimer,≤100,1
101877947997316,Eduardo Barata,These ads ran without a disclaimer,≤100,1
104656558756418,marcusviniciusgja,These ads ran without a disclaimer,≤100,1
101177952887761,accorsi_alexandre,These ads ran without a disclaimer,≤100,2
104492041460127,Way Solar,These ads ran without a disclaimer,≤100,1
108494834818378,HortoNews - Notícias de Hortolândia,These ads ran without a disclaimer,≤100,2
219936685042951,Psicólogo Anderson Pacheco,These ads ran without a disclaimer,≤100,1
111998481614322,Arantes e Cruz - Advocacia,These ads ran without a disclaimer,≤100,4
121016514300810,kahmartins,These ads ran without a disclaimer,≤100,1
1619146501704327,Os Ciclomáticos Companhia de Teatro,These ads ran without a disclaimer,≤100,2
394784284004344,Cursos Portal MS,These ads ran without a disclaimer,≤100,1
398060417404888,Léo Severino,These ads ran without a disclaimer,≤100,1
338532946838500,Horacio Pereira,These ads ran without a disclaimer,≤100,1
