Page ID,Page name,Disclaimer,Amount spent (MYR),Number of ads in Library
949271968490004,Chris Lee Chun Kit 李俊杰,Lee Chun Kit,≤100,2
101108174608487,Sabah Unity in Diversity,These ads ran without a disclaimer,≤100,1
471326676387226,DAP Melaka 马六甲民主行动党 ஜனநாயக செயல் கட்சி,DAP Malaysia,≤100,1
133498173353785,Mrs. Yong's Homemade Cookies,Valene Yong Wui Fei,≤100,2
441927906246449,YB Hj. Khuz,These ads ran without a disclaimer,≤100,1
113397094341876,Muafakat Komuniti U5,These ads ran without a disclaimer,≤100,1
106925254841562,Public Gold by Muhammad,These ads ran without a disclaimer,≤100,1
107256002123416,GazeBo WaRisan SeNi,These ads ran without a disclaimer,≤100,1
114516808129959,Anak Muar Peduli,Mohamad Faizal Bin Mohamad Radzi,≤100,6
616858552009228,Zabri Mokhtar,These ads ran without a disclaimer,≤100,6
107880114446213,pprepublicofiran,These ads ran without a disclaimer,≤100,4
101772251987615,Malaysiapost,Malaysiapost,≤100,1
109779744971113,Fauziah Binti Misri,These ads ran without a disclaimer,≤100,1
1696429353977593,Toyota Honda Online Sales Dealer,These ads ran without a disclaimer,≤100,1
401957130271966,Rawatan Tradisional Puan Syarifah,These ads ran without a disclaimer,≤100,1
104264012058775,Bersatu Young Professionals,These ads ran without a disclaimer,≤100,1
394980734370655,KorokSado,These ads ran without a disclaimer,≤100,4
101551396138506,LifePost 爱生活,These ads ran without a disclaimer,≤100,1
105451851351569,အဘအောင်ကျော်,These ads ran without a disclaimer,≤100,2
117399113512281,Pertubuhan Kebajikan Muafakat Bakri,These ads ran without a disclaimer,≤100,2
312443752176073,Ustaz Najhan Salleh - UNS,These ads ran without a disclaimer,≤100,1
348065489150234,TG Property  Investment,These ads ran without a disclaimer,≤100,2
102733941361505,BurandoMarkt ART & Stationery ブランドマーク,These ads ran without a disclaimer,≤100,1
114406070410534,Mokran Ingkat Page,These ads ran without a disclaimer,≤100,1
164175566931411,SCHOTTCareer,These ads ran without a disclaimer,≤100,2
431695303570861,Craftora,These ads ran without a disclaimer,≤100,1
103936855130544,TheWill - Verrcus,Wei Lee Liew,≤100,2
379486108824076,BGI Genomics,These ads ran without a disclaimer,≤100,3
1755494881363641,mmCineplexes,These ads ran without a disclaimer,≤100,1
106385625601607,Razak Ridzuan,AMANAH,≤100,1
108609424307148,Jacob & Co. Jewelry,These ads ran without a disclaimer,≤100,2
105842865183776,Aawenwenwen_05_M113,These ads ran without a disclaimer,≤100,1
105796951684016,Recommended,These ads ran without a disclaimer,≤100,1
105693292140146,Cryst Webs,These ads ran without a disclaimer,≤100,1
1074649155943484,Dr Roland Dom Mattu,These ads ran without a disclaimer,≤100,7
104156305593898,Tranquillity Liberty,These ads ran without a disclaimer,≤100,1
108079055370663,FSM GROUP,These ads ran without a disclaimer,≤100,1
122913508099,Parti Gerakan Rakyat Malaysia,These ads ran without a disclaimer,≤100,1
161704781305446,The Spark Company,These ads ran without a disclaimer,≤100,22
111673731012533,Datuk Chew Yin Keen （拿督丘應權）,These ads ran without a disclaimer,≤100,7
215934875104100,Jotun Group,These ads ran without a disclaimer,≤100,2
108284171299434,sharifahhasidahs,These ads ran without a disclaimer,≤100,5
93745060700,CARE,These ads ran without a disclaimer,≤100,6
115818260109096,Investment Lab 投资研究所,These ads ran without a disclaimer,≤100,1
594250320634297,唐浩嘉 Kiko Tong,These ads ran without a disclaimer,≤100,3
106989545444284,Herba Rahsia- Alam,These ads ran without a disclaimer,≤100,2
105510714351768,Razak Ridzuan Untuk Tasek Gelugor,These ads ran without a disclaimer,≤100,4
106119817620766,The New Sarawak,These ads ran without a disclaimer,≤100,8
316327845444958,Eira Mohammad,Siti Munirah Binti Mohammad,≤100,1
100872165177925,夏語占星辰意,These ads ran without a disclaimer,≤100,5
100120219257251,Miximax Academy Malaysia,These ads ran without a disclaimer,≤100,2
780892935256952,WCT Worldwide Training - Wealth Creation,These ads ran without a disclaimer,≤100,1
109725777309859,BERJASA Pahang,These ads ran without a disclaimer,≤100,7
108640280954674,Ai大学生的股事,Leow Jun Shou,≤100,2
170147751239181,Dreame-RISING,These ads ran without a disclaimer,≤100,1
1385525134995401,Repair & menjual laptop secondhand,Muhammad Izham Bin Azhar,≤100,2
1688966371144999,Manis Madu,These ads ran without a disclaimer,≤100,2
114007053779123,沙巴 style,These ads ran without a disclaimer,≤100,7
159556865294,Nik Nazmi,These ads ran without a disclaimer,≤100,5
103430381238347,COWAY HQ,Norsafri Akhmal Bin Daud,≤100,3
497210930415986,MyCARE,These ads ran without a disclaimer,≤100,1
100334425104349,Agent Kak Kiah - Keningau,Maining Bin Mabin,≤100,1
105156927826465,开辟新世界,These ads ran without a disclaimer,≤100,3
2080256475322790,Coolmic,These ads ran without a disclaimer,≤100,15
108173594210394,Penggerak Komuniti Negara - P083 Kuantan,These ads ran without a disclaimer,≤100,4
116618936763629,Shahren Yusri,These ads ran without a disclaimer,≤100,1
194695951324829,Pusat Khidmat P.174 Penampang & N.26 Moyog,These ads ran without a disclaimer,≤100,2
112528941359671,Intan Payung collection,These ads ran without a disclaimer,≤100,4
479387615411779,Pemuda PAS Malaysia,These ads ran without a disclaimer,≤100,1
1899495053620228,Ajar Demokrasi,These ads ran without a disclaimer,≤100,2
1223203054501667,Lenggeng Sejahtera,These ads ran without a disclaimer,≤100,1
454676844689981,Oligo Fucoidan - 台湾小分子褐藻醣胶,These ads ran without a disclaimer,≤100,2
107328761235820,TAMP Tea & Coffee Sarawak,Khairul Faizi Bin Hilaluddin,≤100,1
104503677562115,YB Summugam Rengasamy,These ads ran without a disclaimer,≤100,4
100381148672908,fatahdanfarah,These ads ran without a disclaimer,≤100,1
105311991753311,Massimo Wellness Sdn. Bhd.,These ads ran without a disclaimer,≤100,2
107137164593792,Pertubuhan Advokasi Dan Hak Asasi Wanita Antarabangsa Malaysia,Widanita Shahnaz Bt Mohd Mokhsin,≤100,2
109323123907267,NOODOU,These ads ran without a disclaimer,≤100,7
123977058214770,CORPHUB,These ads ran without a disclaimer,≤100,1
110227803840398,OUM Simpang Renggam,Nurul Aliyah Binti Ramli,≤100,1
117016748342419,Curtin University,These ads ran without a disclaimer,≤100,16
107955941338340,Syafiq Nasir,These ads ran without a disclaimer,≤100,3
102216792719219,FIFO Asia Online Game,These ads ran without a disclaimer,≤100,1
110339967042411,LastObject,These ads ran without a disclaimer,≤100,24
614575892352725,Northenrservices,These ads ran without a disclaimer,≤100,1
106572984879754,小米-健康一起吧,These ads ran without a disclaimer,≤100,1
330612407803662,10001 Design Studio,Chong Hong Chai,≤100,1
463434440458553,LNCHS Supreme Student Government,These ads ran without a disclaimer,≤100,1
113677494998698,Nur santih,These ads ran without a disclaimer,≤100,1
106213408191957,ZS Zurich Takaful,Zarief Shamil Bin Ahmad Nasruddin,≤100,8
117294573472756,ProHealth Resources,These ads ran without a disclaimer,≤100,2
529500107124530,Prestige Global Designs Pte Ltd,These ads ran without a disclaimer,≤100,2
6352578678,Singapore Airlines,These ads ran without a disclaimer,≤100,3
101137849293598,Mr.Ng Kim Chung - Venix,These ads ran without a disclaimer,≤100,2
11949538375,China Dialogue,These ads ran without a disclaimer,≤100,13
148551616293,The Australian National University,These ads ran without a disclaimer,≤100,10
119680721044721,新加坡黃精鹿鞭片專賣店,These ads ran without a disclaimer,≤100,1
188050971771757,Nor Zuraini nazeri,These ads ran without a disclaimer,≤100,11
139907812833972,Dotnet Karisma Computer,These ads ran without a disclaimer,≤100,2
1247649255312093,三十日 Herdays,These ads ran without a disclaimer,≤100,1
101876965949915,Good-looking novels,These ads ran without a disclaimer,≤100,2
100921608983154,东森马来西亚龙族创富团队,These ads ran without a disclaimer,≤100,1
101581845156301,RUMAH PR1MA Malaysia,These ads ran without a disclaimer,≤100,1
425989087476334,Johor Properties Mall 依斯干达特区産業仲介,These ads ran without a disclaimer,≤100,3
731165373608340,LeadWomen Sdn Bhd,These ads ran without a disclaimer,≤100,2
112066600585513,短发希希,These ads ran without a disclaimer,≤100,1
125854754245857,Son of a Tailor,These ads ran without a disclaimer,≤100,4
101121608958380,Tổng Kho Ghế Massage Cao Cấp Tree Boss - Món Quà Phụng Dưỡng Mẹ Cha,These ads ran without a disclaimer,≤100,2
127650710634952,PAS Parlimen Indera Mahkota - P082,These ads ran without a disclaimer,≤100,1
100618591674939,Raja Ahmad Iskandar Fareez,These ads ran without a disclaimer,≤100,2
102308108265624,Dream catcher property,These ads ran without a disclaimer,≤100,2
109445430822092,Hartanah Melaka,These ads ran without a disclaimer,≤100,1
100531434677418,LaZior 槟城授权代理,These ads ran without a disclaimer,≤100,2
106633438607850,Roku Japanese Sake & Dining Ipoh,These ads ran without a disclaimer,≤100,1
104728994251322,KKF Color Creation - Printing Shop Taman Medan,These ads ran without a disclaimer,≤100,1
115770133881933,Fossil Free ADB,These ads ran without a disclaimer,≤100,2
165177690786989,SUPP Miri,These ads ran without a disclaimer,≤100,1
152251204844522,Majlis Bandaraya Shah Alam,These ads ran without a disclaimer,≤100,1
225277041244612,Uniper,These ads ran without a disclaimer,≤100,2
2227002420885356,Pangea Movement,These ads ran without a disclaimer,≤100,3
104641175915549,KL Best Property Deals,These ads ran without a disclaimer,≤100,1
101071609190898,Dr Ker Ching Sheng for N42 Johor Jaya PRN Johor 2022,Lai Kee Kong,≤100,3
107564031000716,Nor Azmi Mat Ludin,These ads ran without a disclaimer,≤100,2
18523396549,The Church of Jesus Christ of Latter-day Saints,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,14
109618772025311,Braverrr,These ads ran without a disclaimer,≤100,1
102409618357197,劇星SAY Something,These ads ran without a disclaimer,≤100,1
106220332214952,GGMU Limited Edition,These ads ran without a disclaimer,≤100,2
110503377801603,PERAK FRONT,These ads ran without a disclaimer,≤100,2
176813839000215,"Kementerian Sains, Teknologi dan Inovasi (MOSTI)",These ads ran without a disclaimer,≤100,2
237826136849766,Pemuda UMNO Raub,Fadzli Bin Mohamad Kamal,≤100,1
372794100086342,Hafiz Fahmi,These ads ran without a disclaimer,≤100,3
105944742083406,Ukrainian_Lives_Matter,These ads ran without a disclaimer,≤100,5
111236735165814,Herba-mallbottoms,These ads ran without a disclaimer,≤100,10
428774864569409,Mohamad Jamean,These ads ran without a disclaimer,≤100,2
103510125825693,Liang -  Loi Kok Liang,Hiu Chin Yih,≤100,1
1651196425127745,槟城青年领袖高峰会,Lim Boon Hooi,≤100,1
2149291472064674,Shukur Hartanah,Muhammad Shukur Bin Abd Aziz @ Hashim,≤100,1
105872785107630,GT168 V8 V Hunter Family 90'00后房地产创业企业家平台,These ads ran without a disclaimer,≤100,1
284437105649370,Pusat Khidmat Lau Weng San 劉永山服務中心,These ads ran without a disclaimer,≤100,1
101268822314172,AWP Magazine,These ads ran without a disclaimer,≤100,3
31667419069,World Association of Girl Guides and Girl Scouts,These ads ran without a disclaimer,≤100,1
114738487010987,Braindom2: Who is lying?,These ads ran without a disclaimer,≤100,15
107411765325076,Addicto HQ,These ads ran without a disclaimer,≤100,3
830786260321007,Cikgu Matematik,These ads ran without a disclaimer,≤100,1
100243782569814,Vivek raj,These ads ran without a disclaimer,≤100,1
104279274725771,Outpost Camp,These ads ran without a disclaimer,≤100,1
110113041724566,Nine days of life,These ads ran without a disclaimer,≤100,1
102774275518967,Angkatan Muda Keadilan - AMK LARUT,These ads ran without a disclaimer,≤100,1
110932227843168,Global Social from here,These ads ran without a disclaimer,≤100,1
106575447951196,PLEATSMAMA-Global,These ads ran without a disclaimer,≤100,1
103353194883376,ipdefenseforum,These ads ran without a disclaimer,≤100,1
827402857468898,Himalaya,These ads ran without a disclaimer,≤100,2
109074175331142,MB88 0174,These ads ran without a disclaimer,≤100,3
100459885729420,Saddam Hossain,These ads ran without a disclaimer,≤100,1
107474007681615,Donate to Save Yemen Lives,These ads ran without a disclaimer,≤100,1
100470582836876,YB Nolee Radzi,These ads ran without a disclaimer,≤100,1
110674118308182,Aziz Vai,These ads ran without a disclaimer,≤100,1
104506215807025,Toto 4d king,These ads ran without a disclaimer,≤100,1
108589245046223,Wadgbest life,These ads ran without a disclaimer,≤100,1
109967847261149,ATKC Ewarehouse,These ads ran without a disclaimer,≤100,2
110886134811945,Al Idrees Haramain HQ,These ads ran without a disclaimer,≤100,2
105812628046929,VirtualRunners Global,These ads ran without a disclaimer,≤100,22
1841296972859987,Ir Dr Muhd Fadhil Nuruddin - Pusat Khidmat DUN Kamunting,These ads ran without a disclaimer,≤100,5
237162689778332,MFG Hampers,These ads ran without a disclaimer,≤100,1
480305829018059,Badland Brawl,These ads ran without a disclaimer,≤100,1
138869716312737,陈泓宾,These ads ran without a disclaimer,≤100,1
106612984389375,Komunikasi Strategik Perak - Official,These ads ran without a disclaimer,≤100,2
102507891848658,Love Forever11,These ads ran without a disclaimer,≤100,6
101742102736495,Pesme3s-Furniture shop,These ads ran without a disclaimer,≤100,5
529486927110191,AIESEC Universitas Indonesia,These ads ran without a disclaimer,≤100,1
114871868553305,Hami Book,These ads ran without a disclaimer,≤100,1
232346716925403,Majalah Forex Malaysia,These ads ran without a disclaimer,≤100,2
112969614383111,Singh Styled Singapore,These ads ran without a disclaimer,≤100,2
496901173796552,ShangHai商海,These ads ran without a disclaimer,≤100,3
1837303226382653,DTO,These ads ran without a disclaimer,≤100,1
138680046148501,Mega Chess Academy,These ads ran without a disclaimer,≤100,2
103858234635741,Ahmad Nazrin Ismail,These ads ran without a disclaimer,≤100,5
462845974547065,Mystical Lab Beauty Center & Academy,These ads ran without a disclaimer,≤100,1
100471671706005,Women's Voice 女声传媒工作室,These ads ran without a disclaimer,≤100,3
112600584747113,Vas News,These ads ran without a disclaimer,≤100,2
1527024984254688,Taiwan 我來了,These ads ran without a disclaimer,≤100,1
108798917604454,稀土新战场 p d f,These ads ran without a disclaimer,≤100,4
104002595678397,Cal's Property,These ads ran without a disclaimer,≤100,3
112073009281999,Dewan Muslimat PAS Negeri Pahang,These ads ran without a disclaimer,≤100,1
101061498386647,Rahsia cantik,These ads ran without a disclaimer,≤100,1
101480115108277,"Wishes By Jasons, Estate Planner",Lim Swee Pue,≤100,1
281039479019103,Teh Kee Sin 郑己胜,These ads ran without a disclaimer,≤100,4
151824778178898,Maison&Objet,These ads ran without a disclaimer,≤100,5
100550518743712,Merlyn Maiman,These ads ran without a disclaimer,≤100,1
106767004049310,Solidaritas,These ads ran without a disclaimer,≤100,7
101183364885944,ဆရာစိုင်းမင်းအောင်,These ads ran without a disclaimer,≤100,1
271877387992842,HR Assistant Solutions,These ads ran without a disclaimer,≤100,1
36541001838,Tan Suee Chieh,These ads ran without a disclaimer,≤100,1
101894826563370,Sotheby's,These ads ran without a disclaimer,≤100,2
