Page ID,Page name,Disclaimer,Amount spent (SGD),Number of ads in Library
155771503823,Lumiar Cité,These ads ran without a disclaimer,≤100,2
115926243615042,Page 3 News,These ads ran without a disclaimer,≤100,1
1409244549292498,MAKNA International,These ads ran without a disclaimer,≤100,2
105424640803008,TRT World Forum,These ads ran without a disclaimer,≤100,3
319932354389,Revolution,These ads ran without a disclaimer,≤100,1
179852495953400,EbookRenta,These ads ran without a disclaimer,≤100,1
101509738805079,DORCE Prefabricated Building and Construction,These ads ran without a disclaimer,≤100,1
572113689913827,ET-Asia,These ads ran without a disclaimer,≤100,1
313047752115614,許維恩,These ads ran without a disclaimer,≤100,1
1435312943242175,Tabletop Games Crowdfunding Projects,These ads ran without a disclaimer,≤100,6
799023653480586,Vero,These ads ran without a disclaimer,≤100,1
340879575942151,O'right,These ads ran without a disclaimer,≤100,1
108202800882605,Singponics Organics System,These ads ran without a disclaimer,≤100,1
358840934845247,Radiance Group,These ads ran without a disclaimer,≤100,1
331896227261929,วัดเวียงมนมงคลพนาราม-หลวงพ่อโตทันใจ ตบ้านโป่ง อเวียงป่าเป้า จเชียงราย,These ads ran without a disclaimer,≤100,1
112320837181009,搭姵 DP Official,These ads ran without a disclaimer,≤100,2
106632615381542,四樓曾先生,These ads ran without a disclaimer,≤100,1
114218531947546,Onyx Műhely,These ads ran without a disclaimer,≤100,2
107582941872922,Nudi & the Whale,These ads ran without a disclaimer,≤100,1
823769737651692,FILM CLUb,These ads ran without a disclaimer,≤100,2
1946537632056071,人間魚詩生活誌,These ads ran without a disclaimer,≤100,1
177544361413,Grace Gift,These ads ran without a disclaimer,≤100,1
371077749676957,The Bridal Planner Thailand,These ads ran without a disclaimer,≤100,1
0,Instagram User 1030030209,These ads ran without a disclaimer,≤100,1
524241071078393,แหวนสลักชื่อราคาถูกZeeHandmade,These ads ran without a disclaimer,≤100,1
1375528629326555,思旅thinkingtravel,These ads ran without a disclaimer,≤100,1
341836926679436,Fenzo Digital,These ads ran without a disclaimer,≤100,1
831304670221434,僑務委員會 OCAC,These ads ran without a disclaimer,≤100,4
162782317455308,MDF,These ads ran without a disclaimer,≤100,1
111882151791001,7879 Gallery and Clayworks,These ads ran without a disclaimer,≤100,1
131862240796806,優人物,These ads ran without a disclaimer,≤100,1
1048199441919408,Jen Yang Metamorphosis Mentoring,These ads ran without a disclaimer,≤100,1
114515411546690,แคท อีสานทีค Kat Esaanteakk,These ads ran without a disclaimer,≤100,1
110603475118019,Seoul Design Award,These ads ran without a disclaimer,≤100,1
107110318095973,探索·療癒 專屬你的開運命理師,These ads ran without a disclaimer,≤100,1
218225878199660,Religious Rehabilitation Group (RRG),These ads ran without a disclaimer,≤100,1
101730712075565,4x28m/m,These ads ran without a disclaimer,≤100,2
739049559498402,元氣網,These ads ran without a disclaimer,≤100,1
597332254068831,Professional,These ads ran without a disclaimer,≤100,2
217794301652534,純粹放輕鬆 Relax,These ads ran without a disclaimer,≤100,4
232767793514239,DECOL,These ads ran without a disclaimer,≤100,1
219315794887869,聯合報,These ads ran without a disclaimer,≤100,1
2506313669411199,民生高峰會,These ads ran without a disclaimer,≤100,1
184861341562247,ADEX - Asia Dive Expo,These ads ran without a disclaimer,≤100,3
113466017184053,텅빈객석 Empty Theater : DCDC’s Online Theater,These ads ran without a disclaimer,≤100,1
102716412402010,Xin Chào Hong Kong,These ads ran without a disclaimer,≤100,1
106701308351325,"CASE - Clean, Affordable and Secure Energy for Southeast Asia",These ads ran without a disclaimer,≤100,1
671094916346298,Bangkok RHVAC and Bangkok E&E,These ads ran without a disclaimer,≤100,3
346516206181540,SMM & Targeting,These ads ran without a disclaimer,≤100,2
118195064541266,KWAP Malaysia,These ads ran without a disclaimer,≤100,2
344234749428253,Philippine Reef and Rainforest Conservation Foundation,These ads ran without a disclaimer,≤100,2
101038320043936,Green Network Asia,These ads ran without a disclaimer,≤100,3
108279922103476,IKA Polimarim Makassar,These ads ran without a disclaimer,≤100,2
103938684635205,Positive Earth,These ads ran without a disclaimer,≤100,1
805499066304399,Centre for International Studies and Development,These ads ran without a disclaimer,≤100,4
103954999479142,Bruno Donat,These ads ran without a disclaimer,≤100,2
103618231268179,RadioFinance,These ads ran without a disclaimer,≤100,1
116446154839404,Abaj Kejayaan kami,These ads ran without a disclaimer,≤100,1
102341921819487,Mana Sena,These ads ran without a disclaimer,≤100,1
411450098901264,弟子屈なび,These ads ran without a disclaimer,≤100,2
105177130846994,Tech In Focus,These ads ran without a disclaimer,≤100,2
102740508236495,B2B Growth Accelerator,These ads ran without a disclaimer,≤100,1
270291619498189,English Partner.,These ads ran without a disclaimer,≤100,1
101345961634321,Ginworld Korea,These ads ran without a disclaimer,≤100,1
109362318169174,German Information Centre Southeast Asia,These ads ran without a disclaimer,≤100,6
281365558899196,Buna,These ads ran without a disclaimer,≤100,1
902824969911347,スマートエネルギーWeek / World Smart Energy Week,These ads ran without a disclaimer,≤100,1
164405210415717,Bertuahpos.com,These ads ran without a disclaimer,≤100,1
110780698430373,Photo Maker,These ads ran without a disclaimer,≤100,1
725060267659092,Property Lim Brothers,These ads ran without a disclaimer,≤100,1
114733454570603,Nguyễn Võ Anh Kiệt,These ads ran without a disclaimer,≤100,1
436745383025857,I Run,These ads ran without a disclaimer,≤100,1
102316661152166,ZE Technology,These ads ran without a disclaimer,≤100,1
420330012065107,精進修心修行  发愿今世成就   阿彌陀佛,These ads ran without a disclaimer,≤100,1
112304763895392,HelponHunger,These ads ran without a disclaimer,≤100,2
109555234296600,Sarva Daman Singh - The Environmentalist,These ads ran without a disclaimer,≤100,1
141836702342762,Vidyasagar Katam,These ads ran without a disclaimer,≤100,1
102257123287007,Le Xue Education Group,These ads ran without a disclaimer,≤100,1
103242624821963,National Battery Research Institute - NBRI,These ads ran without a disclaimer,≤100,1
114648580077502,JACK 'n JILL Singapore,These ads ran without a disclaimer,≤100,1
139179920811,The NUS Executive MBA,These ads ran without a disclaimer,≤100,1
100925608873946,Hỗ Trợ Hiếm Muộn,These ads ran without a disclaimer,≤100,1
104753582362628,juunpal_68,These ads ran without a disclaimer,≤100,1
103180898119850,Luscious Bites,These ads ran without a disclaimer,≤100,1
101365924630638,Awesome T-shirt,These ads ran without a disclaimer,≤100,5
507512586017163,SME Capital Group,These ads ran without a disclaimer,≤100,1
101629305978533,JobSeekers,These ads ran without a disclaimer,≤100,1
292997103903629,Fahim Ahmed Shawon,These ads ran without a disclaimer,≤100,1
111320780484605,Discoverapril,These ads ran without a disclaimer,≤100,8
165082357374770,Visit Fukuoka Japan,These ads ran without a disclaimer,≤100,2
104651935715418,ElectrifyASEAN,These ads ran without a disclaimer,≤100,1
1698639020452271,新加坡万事通 Vaster News,These ads ran without a disclaimer,≤100,1
346960692897920,Amazing Pure Organic Barley Philippines,These ads ran without a disclaimer,≤100,2
751649605020261,Kardeş Eli Derneği,These ads ran without a disclaimer,≤100,2
276004372428994,Prysmian Group,These ads ran without a disclaimer,≤100,8
155438574470276,DW українською,These ads ran without a disclaimer,≤100,3
114247604036354,Инфограф,These ads ran without a disclaimer,≤100,1
354597308209983,PetaBencana.id,These ads ran without a disclaimer,≤100,3
70877580782,IFC - International Finance Corporation,These ads ran without a disclaimer,≤100,8
126851494019482,Hyatt,These ads ran without a disclaimer,≤100,1
108003688977456,Wabi Sabi,These ads ran without a disclaimer,≤100,1
38205782964,Aleenta Phuket Thailand,These ads ran without a disclaimer,≤100,1
121514924565769,La Opinión Austral,These ads ran without a disclaimer,≤100,4
102199795319206,Pablo Marçal Oficial,These ads ran without a disclaimer,≤100,3
103585932176531,Heathy Consultation,These ads ran without a disclaimer,≤100,1
1083232565114576,Daily Truth,These ads ran without a disclaimer,≤100,1
1104258946304903,Abyssian Beauty,These ads ran without a disclaimer,≤100,2
874962942601418,Philippine Taekwondo Association,These ads ran without a disclaimer,≤100,2
1716117161987205,DMG 森精機株式会社,These ads ran without a disclaimer,≤100,1
121490570928264,灣灣話你知,These ads ran without a disclaimer,≤100,3
216457501699365,AllEvents,These ads ran without a disclaimer,≤100,1
223745337716768,KOREAZ,These ads ran without a disclaimer,≤100,3
1500089940306631,국무조정실 규제혁신,These ads ran without a disclaimer,≤100,1
100397761645258,Minjur saleem,These ads ran without a disclaimer,≤100,3
100817919462106,Misja: Wolna Polska,These ads ran without a disclaimer,≤100,4
254392105456593,Ehfanibrahimofficial,These ads ran without a disclaimer,≤100,2
1390948714488496,MM2,These ads ran without a disclaimer,≤100,1
171206006407418,Ojaswwee Sharma,These ads ran without a disclaimer,≤100,1
100874554865594,karthik.n.shetty,These ads ran without a disclaimer,≤100,1
113902451738509,Samiran Ghosh,These ads ran without a disclaimer,≤100,2
104851558581299,drashesarts,These ads ran without a disclaimer,≤100,1
106960697474367,"Jearicho Rey Jusi, AFP",These ads ran without a disclaimer,≤100,1
101969449146680,nxt888,These ads ran without a disclaimer,≤100,2
107237211466883,Amazing Organic Barley by Jhon Riel S. Del Mundo,These ads ran without a disclaimer,≤100,1
738036402944002,Like a Poem,These ads ran without a disclaimer,≤100,1
559971584115812,Shenomics,These ads ran without a disclaimer,≤100,1
315480569196199,Wealth and Society,These ads ran without a disclaimer,≤100,1
884935988188624,Tokyo Gov,These ads ran without a disclaimer,≤100,1
298603264417669,Sang Pencerah,These ads ran without a disclaimer,≤100,1
300448960649742,ASEAN Furniture Industries Council - AFIC,These ads ran without a disclaimer,≤100,1
249580092086753,Dive Philippines,These ads ran without a disclaimer,≤100,2
112514631076158,KQ XSKT Bao Nổ Đảm Bảo Không Nhận Phí Trước,These ads ran without a disclaimer,≤100,1
100284838344000,Real Estate,These ads ran without a disclaimer,≤100,1
659478631068791,President's,These ads ran without a disclaimer,≤100,1
313417759118545,Saltpetre,These ads ran without a disclaimer,≤100,1
1850984888476544,Le An Travel Solutions,These ads ran without a disclaimer,≤100,1
642731242771900,Meg Malaya Tarrobago,These ads ran without a disclaimer,≤100,1
648046801909569,GTG Visa Consultancy Services,These ads ran without a disclaimer,≤100,1
101165655421933,shubhani15,These ads ran without a disclaimer,≤100,1
103279247833897,Suzi Dental - Răng Sứ Thẩm Mỹ Chuẩn Quốc Tế,These ads ran without a disclaimer,≤100,1
100318332301309,efootballjapans,These ads ran without a disclaimer,≤100,1
457241277645171,Songs and Reels,These ads ran without a disclaimer,≤100,1
0,Instagram User 9191018258,These ads ran without a disclaimer,≤100,2
101458432218042,Live your Best Life,These ads ran without a disclaimer,≤100,1
103575421274110,Bisnis Property Timeshare Indonesia,These ads ran without a disclaimer,≤100,2
102649458725582,Richard Santillan CASE update,These ads ran without a disclaimer,≤100,1
109148774209167,helponhunger,These ads ran without a disclaimer,≤100,1
620274798112492,Maidenly.ru,These ads ran without a disclaimer,≤100,1
101130791260150,Izu Imaihama Tokyu Hotel,These ads ran without a disclaimer,≤100,1
100238921382321,The Ma'ruf Amin Way,These ads ran without a disclaimer,≤100,2
104974748487918,globeincolors,These ads ran without a disclaimer,≤100,1
10099339663,PSYBABA'S,These ads ran without a disclaimer,≤100,1
272279436131157,nippon.com 繁體字,These ads ran without a disclaimer,≤100,6
341449235930512,AFK Gaming - Dota 2,These ads ran without a disclaimer,≤100,1
1071936216249994,KIDS - Kids Intelligence Development thru Sport,These ads ran without a disclaimer,≤100,1
102711488430919,Smart Eazy Property,These ads ran without a disclaimer,≤100,1
104627585597948,Bongbong Marcos Program For Ofw,These ads ran without a disclaimer,≤100,1
109734260766658,Bites N Scratches,These ads ran without a disclaimer,≤100,1
105488932060251,Docquity Singapore,These ads ran without a disclaimer,≤100,2
117600365625337,The Blue Circle,These ads ran without a disclaimer,≤100,1
339968343569332,ADMK,These ads ran without a disclaimer,≤100,1
111149944887434,TripleS_official,These ads ran without a disclaimer,≤100,2
110690948348881,AMP 4th National Convention,These ads ran without a disclaimer,≤100,2
108649797590799,Motpost,These ads ran without a disclaimer,≤100,2
659194934558566,Sweet by Supper Social,These ads ran without a disclaimer,≤100,1
